Gender,Education,Marital Status,Home Status,Employment Type,Region,Industry,Has Mortgage,Prior Default,Age,Annual Income($),Employment Years,Months At Address,Credit Score,Num Credit Cards,Credit Utilization(%),Num Late Payments,Num Inquiries 6M,Monthly Debt($),Savings Balance($),Approved
Female,Masters,Married,Rent,Self-Employed,Urban,Retail,No,No,58,55737.0,0.0,275.0,826.0,1,67.7,0,0,,,0
Male,Bachelors,Married,Rent,Self-Employed,Rural,Other,Yes,No,33,32311.0,1.0,88.0,717.0,5,56.7,1,0,1264.0,8260.0,0
Male,High School,Single,Rent,Salaried,Urban,Tech,No,No,53,49774.0,18.0,109.0,727.0,3,25.2,0,0,695.0,2588.0,1
Female,PhD,Single,Rent,Salaried,Suburban,Other,No,Yes,70,42296.0,39.0,134.0,,7,13.8,1,1,0.0,15996.0,0
Male,Masters,Single,Rent,Salaried,Suburban,Other,No,No,61,62362.0,6.0,146.0,687.0,2,31.4,2,1,1703.0,810.0,0
Male,High School,Single,Rent,Salaried,Suburban,Tech,No,No,23,75914.0,18.0,34.0,729.0,3,43.1,0,1,916.0,998.0,1
Male,Masters,Single,Mortgage,Salaried,Rural,Healthcare,No,No,42,47268.0,7.0,79.0,744.0,2,29.2,1,3,1300.0,24531.0,1
Male,Bachelors,Single,Rent,Salaried,Urban,Other,No,No,52,32039.0,3.0,1.0,668.0,4,32.9,1,0,926.0,2406.0,0
Female,High School,Married,Mortgage,Salaried,Suburban,Tech,Yes,No,30,47336.0,1.0,6.0,819.0,3,40.8,2,2,3244.0,1939.0,0
Male,Bachelors,Single,Rent,Self-Employed,Rural,Retail,No,No,68,32239.0,9.0,8.0,557.0,3,55.4,0,0,1102.0,3263.0,0
Male,PhD,Single,Rent,Salaried,Rural,Healthcare,Yes,No,55,74494.0,9.0,220.0,798.0,4,47.7,1,1,949.0,2646.0,1
Male,Bachelors,Married,Rent,Salaried,Urban,Other,Yes,No,20,46440.0,1.0,98.0,650.0,2,38.2,0,1,2400.0,8422.0,0
Female,Masters,Divorced,Mortgage,Salaried,Rural,Manufacturing,Yes,Yes,62,104695.0,3.0,208.0,850.0,3,12.6,1,0,420.0,5190.0,1
Male,High School,Single,Mortgage,Salaried,Suburban,Tech,No,No,36,39667.0,21.0,147.0,739.0,2,82.8,0,2,2123.0,883.0,0
Male,Bachelors,Divorced,Rent,Salaried,Urban,Manufacturing,No,No,33,41447.0,0.0,37.0,771.0,1,16.1,0,0,1342.0,1402.0,1
Male,High School,Married,Rent,Salaried,Urban,Healthcare,No,No,22,171887.0,21.0,94.0,683.0,2,33.6,0,0,1009.0,13691.0,1
Male,Masters,Divorced,Rent,,Suburban,Other,No,No,68,74761.0,0.0,129.0,820.0,0,23.9,0,1,2931.0,31200.0,1
Male,High School,Single,Rent,Salaried,Suburban,Healthcare,No,No,52,23359.0,34.0,246.0,772.0,0,23.7,3,1,1694.0,1393.0,0
Female,High School,Married,Rent,Retired,Urban,Other,No,No,35,107591.0,11.0,207.0,820.0,3,31.2,0,0,1115.0,3238.0,1
Female,Bachelors,Married,Rent,Salaried,Rural,Healthcare,No,No,51,47432.0,33.0,194.0,670.0,0,17.8,1,2,340.0,4916.0,1
Male,Bachelors,Married,Mortgage,Salaried,Urban,Manufacturing,No,Yes,60,45824.0,30.0,247.0,556.0,1,43.9,0,2,3098.0,,0
Female,High School,Married,Rent,Self-Employed,Urban,Other,Yes,No,51,111101.0,27.0,118.0,807.0,3,34.4,0,0,1739.0,6797.0,1
Male,Masters,Married,Rent,Salaried,Urban,Tech,Yes,No,70,48413.0,17.0,5.0,722.0,1,9.6,0,2,2961.0,14034.0,0
Male,High School,Married,Living with Parents,Salaried,Urban,Manufacturing,No,No,43,,22.0,89.0,635.0,3,71.7,2,0,1089.0,3090.0,0
Female,High School,Married,Rent,Salaried,Rural,Retail,Yes,Yes,43,35249.0,2.0,75.0,665.0,1,43.5,1,0,1608.0,3846.0,0
Male,Bachelors,Single,Rent,Salaried,Suburban,Other,Yes,No,68,100605.0,14.0,51.0,614.0,3,23.5,0,0,1100.0,462.0,1
Female,PhD,Single,,Self-Employed,Urban,Other,No,No,62,74018.0,4.0,276.0,,6,75.4,1,2,3318.0,46756.0,0
Male,Bachelors,Single,Mortgage,Contract,Rural,Tech,No,No,49,41116.0,,2.0,787.0,2,45.0,1,1,854.0,3931.0,1
Male,Bachelors,Married,Own,Salaried,Suburban,Retail,Yes,No,60,60008.0,30.0,99.0,,2,63.8,0,1,2599.0,2527.0,1
Female,High School,Single,Own,Self-Employed,Urban,Manufacturing,No,Yes,24,46308.0,26.0,219.0,638.0,2,35.3,1,1,672.0,13478.0,0
Female,Masters,Married,Mortgage,Contract,Suburban,Other,No,Yes,70,45201.0,23.0,77.0,590.0,4,23.8,2,2,11.0,7465.0,0
Male,Bachelors,Single,Mortgage,Contract,Urban,Retail,Yes,Yes,55,80580.0,21.0,99.0,755.0,3,63.6,0,2,450.0,5044.0,0
Male,Bachelors,Single,Rent,Salaried,Suburban,Retail,No,No,45,21091.0,34.0,160.0,746.0,2,42.6,1,1,2422.0,6243.0,0
Female,Bachelors,Married,,Retired,Rural,Healthcare,No,No,28,77976.0,8.0,94.0,744.0,3,44.3,1,1,2001.0,2628.0,0
Male,High School,Married,Mortgage,Contract,Urban,Retail,No,No,56,31163.0,20.0,47.0,850.0,2,24.0,3,1,0.0,,1
Female,Bachelors,Single,Own,,Urban,Finance,Yes,No,26,39866.0,9.0,186.0,734.0,0,32.2,1,0,1407.0,35868.0,1
Male,High School,Single,Own,Salaried,Urban,Finance,No,Yes,73,64140.0,17.0,251.0,639.0,5,35.9,2,0,1668.0,,0
Female,High School,Single,Rent,Salaried,Suburban,Retail,Yes,No,60,51532.0,26.0,24.0,671.0,3,74.8,0,0,1369.0,2108.0,0
Female,Masters,Single,Mortgage,,Suburban,Tech,No,No,49,89927.0,27.0,148.0,672.0,2,36.3,1,0,0.0,1638.0,1
Female,Bachelors,Single,Rent,Unemployed,Rural,Other,No,No,70,47427.0,0.0,230.0,711.0,3,41.9,2,2,743.0,2212.0,0
Female,Masters,Divorced,Mortgage,Self-Employed,Urban,Retail,Yes,No,69,86464.0,20.0,231.0,686.0,2,38.0,0,2,690.0,3321.0,1
Male,Masters,Married,Mortgage,Self-Employed,Suburban,,Yes,No,28,38644.0,22.0,193.0,631.0,1,23.4,0,0,,8000.0,0
Male,Bachelors,Single,Living with Parents,Salaried,Suburban,Retail,Yes,No,35,32684.0,13.0,224.0,629.0,3,52.7,0,2,2301.0,31461.0,0
Male,Bachelors,Divorced,Rent,Contract,Suburban,Other,Yes,No,34,111014.0,38.0,254.0,558.0,1,26.9,0,1,2216.0,27675.0,0
Female,High School,Single,Living with Parents,Self-Employed,Urban,Finance,Yes,No,54,64104.0,37.0,125.0,579.0,1,44.8,0,3,2147.0,1165.0,0
Male,Masters,Married,Mortgage,Salaried,Suburban,Retail,Yes,Yes,51,20687.0,30.0,87.0,575.0,0,22.7,1,1,1380.0,603.0,0
Male,High School,Married,Rent,Contract,Urban,Other,Yes,No,52,80953.0,8.0,195.0,571.0,2,77.0,1,2,412.0,11281.0,0
Female,Bachelors,Single,Rent,Salaried,Rural,Retail,No,No,26,125051.0,5.0,172.0,659.0,1,27.4,0,0,0.0,9131.0,1
Male,Masters,Single,Rent,Unemployed,Urban,Retail,No,No,56,161875.0,0.0,285.0,560.0,1,40.7,1,1,0.0,5271.0,0
Female,Bachelors,Single,Mortgage,Salaried,Suburban,Other,No,No,69,58797.0,26.0,225.0,657.0,2,54.5,2,0,0.0,,0
Male,Bachelors,Married,Living with Parents,Salaried,Urban,Other,Yes,Yes,27,76812.0,38.0,84.0,650.0,1,66.9,1,0,1301.0,8625.0,0
Female,Bachelors,Single,Mortgage,Salaried,Rural,Finance,No,No,19,22299.0,20.0,116.0,648.0,0,53.4,0,3,1709.0,2053.0,0
Female,Masters,Married,Rent,Salaried,Urban,Healthcare,Yes,No,62,31687.0,31.0,100.0,690.0,2,29.7,1,0,1621.0,60166.0,0
Male,Masters,Single,Own,Salaried,Urban,Finance,Yes,No,31,86424.0,2.0,272.0,,1,35.0,2,1,0.0,6900.0,0
Female,Bachelors,Married,Mortgage,Salaried,Suburban,Finance,No,No,66,64940.0,5.0,269.0,,3,45.9,1,0,1339.0,2357.0,0
Female,Bachelors,Married,Mortgage,Salaried,Urban,Healthcare,No,No,29,94938.0,2.0,89.0,688.0,3,48.8,0,0,812.0,,1
Female,High School,Married,Rent,Self-Employed,Suburban,Healthcare,Yes,No,59,24525.0,4.0,282.0,542.0,3,71.5,0,1,877.0,3513.0,0
Female,Masters,Single,Rent,Self-Employed,Rural,Healthcare,Yes,No,64,62933.0,27.0,267.0,746.0,5,84.6,0,1,837.0,1588.0,1
Male,Masters,Married,Rent,Salaried,Urban,Manufacturing,No,No,66,23047.0,2.0,1.0,688.0,3,20.7,1,2,1566.0,6214.0,0
Male,Bachelors,Single,Own,Salaried,Urban,Manufacturing,Yes,No,52,17977.0,38.0,,541.0,3,81.6,1,0,2686.0,2806.0,0
Male,Masters,Single,Mortgage,Self-Employed,Urban,Retail,Yes,Yes,51,40938.0,27.0,132.0,751.0,6,35.7,0,3,,3240.0,0
Female,High School,Divorced,Rent,Contract,Suburban,Healthcare,No,No,23,42685.0,35.0,207.0,694.0,1,44.4,0,0,2999.0,6879.0,0
Female,High School,Single,Mortgage,Contract,Urban,Retail,Yes,Yes,19,121992.0,0.0,204.0,668.0,2,58.4,2,2,699.0,5145.0,0
Female,Bachelors,Divorced,Rent,Self-Employed,Rural,Retail,Yes,No,28,30782.0,26.0,38.0,660.0,1,69.8,2,0,0.0,1422.0,0
Male,PhD,Single,Rent,Salaried,Suburban,Other,No,Yes,20,17127.0,12.0,12.0,739.0,2,15.9,0,2,0.0,473.0,0
Male,Masters,Married,Mortgage,Self-Employed,Rural,Manufacturing,Yes,Yes,40,31902.0,2.0,281.0,696.0,4,40.0,0,2,,5668.0,0
Male,Bachelors,Married,Rent,Salaried,Urban,Healthcare,Yes,No,36,54300.0,11.0,266.0,686.0,2,17.0,2,1,955.0,6734.0,0
Male,High School,Single,Rent,Retired,Rural,Retail,Yes,No,64,56648.0,9.0,137.0,603.0,3,59.9,0,3,1512.0,1081.0,0
Male,Bachelors,Single,Living with Parents,Salaried,Rural,Manufacturing,No,Yes,63,66321.0,27.0,99.0,,3,26.3,0,0,1846.0,4677.0,0
Male,Bachelors,Divorced,Rent,Self-Employed,Urban,Finance,Yes,No,54,,5.0,42.0,715.0,1,79.2,2,0,,5434.0,0
Female,Masters,Married,Living with Parents,Retired,Rural,Finance,Yes,No,23,52855.0,13.0,278.0,618.0,1,21.0,1,0,1184.0,,0
Male,PhD,Single,Rent,Retired,Suburban,Retail,No,No,37,114019.0,15.0,78.0,620.0,4,61.7,2,2,71.0,7899.0,0
Female,Masters,Single,Mortgage,Salaried,Urban,Finance,No,No,71,24882.0,16.0,147.0,704.0,4,21.4,1,0,3363.0,2012.0,0
Male,Bachelors,Married,Rent,Self-Employed,Urban,Other,Yes,No,56,66715.0,13.0,122.0,730.0,0,45.1,1,1,1865.0,5430.0,0
Male,Bachelors,Single,Own,Salaried,Rural,Other,Yes,No,43,33569.0,34.0,41.0,583.0,3,17.2,0,1,2889.0,8943.0,0
Female,Bachelors,Divorced,Rent,Salaried,Rural,Manufacturing,Yes,No,72,91258.0,26.0,81.0,643.0,1,36.8,1,1,470.0,13130.0,1
Male,Bachelors,Married,Mortgage,Salaried,Rural,Manufacturing,No,No,20,127715.0,36.0,14.0,595.0,5,49.9,0,1,248.0,4039.0,0
Male,Bachelors,Married,Living with Parents,Salaried,Rural,Manufacturing,No,No,71,28402.0,1.0,213.0,692.0,3,79.8,1,2,1642.0,22441.0,0
Male,Bachelors,Married,Living with Parents,Contract,Suburban,Tech,No,No,52,25505.0,4.0,160.0,770.0,1,49.1,1,0,3.0,4514.0,0
Female,PhD,Married,Rent,Self-Employed,Rural,Other,No,No,52,242172.0,33.0,281.0,743.0,6,38.0,0,1,278.0,26646.0,1
Female,High School,Married,Own,Salaried,Urban,Retail,No,Yes,20,55620.0,2.0,121.0,588.0,3,11.5,1,2,0.0,22389.0,0
Male,Bachelors,Single,Own,Salaried,Urban,Healthcare,No,No,50,62252.0,1.0,100.0,664.0,3,81.0,1,0,1579.0,3757.0,0
Male,High School,Single,Rent,Salaried,Suburban,Tech,No,Yes,49,47821.0,33.0,284.0,631.0,1,30.0,1,0,1043.0,2284.0,0
Female,PhD,Single,Mortgage,Self-Employed,Urban,Retail,Yes,Yes,26,35250.0,6.0,218.0,783.0,2,36.5,0,0,560.0,783.0,0
Female,Bachelors,Single,Rent,Salaried,Suburban,Finance,Yes,No,20,49473.0,36.0,102.0,615.0,1,80.4,0,3,1377.0,4741.0,0
Male,Bachelors,Single,Mortgage,Salaried,Suburban,Tech,Yes,No,41,91758.0,20.0,217.0,610.0,1,20.6,2,1,1139.0,18002.0,0
Male,Masters,Single,Living with Parents,Salaried,Suburban,Other,Yes,No,43,26552.0,29.0,152.0,591.0,3,40.1,0,2,1975.0,,0
Male,Bachelors,Married,Rent,Unemployed,Rural,Finance,No,No,62,39689.0,0.0,226.0,730.0,4,55.7,2,1,576.0,1716.0,0
Female,Bachelors,Single,Living with Parents,Salaried,Rural,Retail,Yes,No,47,60734.0,16.0,42.0,846.0,2,68.3,0,0,3734.0,4372.0,1
Female,High School,Divorced,Mortgage,Contract,Urban,Tech,No,No,48,23186.0,15.0,60.0,850.0,1,34.4,1,2,1879.0,9575.0,0
Male,Bachelors,Single,Rent,Salaried,Suburban,Healthcare,Yes,Yes,57,24346.0,19.0,290.0,776.0,3,50.3,0,0,1796.0,,0
Female,Bachelors,Single,Rent,Self-Employed,Suburban,Retail,No,Yes,32,67068.0,1.0,115.0,728.0,3,26.8,0,2,688.0,9378.0,0
Male,Bachelors,Single,Mortgage,Self-Employed,Urban,Manufacturing,No,No,32,27817.0,24.0,272.0,729.0,1,70.6,1,1,189.0,2843.0,0
Male,Bachelors,Single,,Self-Employed,Suburban,Retail,No,Yes,53,42712.0,37.0,210.0,729.0,0,53.6,1,3,,5580.0,0
Male,High School,Married,Own,Salaried,Rural,Retail,No,No,24,,11.0,35.0,501.0,5,9.7,2,0,735.0,6381.0,0
Male,Bachelors,Married,Mortgage,Salaried,Urban,Finance,No,No,55,98194.0,,130.0,656.0,4,30.2,1,2,873.0,,1
Male,Bachelors,Single,Own,Salaried,Urban,Healthcare,No,No,42,82433.0,16.0,13.0,659.0,3,64.4,0,4,464.0,7774.0,1
Male,Masters,Single,Own,Salaried,Urban,Other,Yes,No,47,30517.0,5.0,22.0,659.0,3,76.6,0,2,1758.0,48239.0,0
Male,Bachelors,Single,Own,Salaried,Urban,Healthcare,No,Yes,29,,28.0,212.0,738.0,1,24.7,1,1,436.0,2770.0,0
Male,Bachelors,Single,Mortgage,Salaried,Urban,Retail,No,No,58,,20.0,115.0,670.0,3,21.3,1,3,1407.0,11955.0,0
Female,Bachelors,Single,Rent,Unemployed,Urban,Healthcare,No,No,42,,0.0,184.0,798.0,7,29.8,1,2,1705.0,11513.0,1
Male,Bachelors,Single,Rent,Salaried,Urban,Healthcare,No,No,42,50518.0,1.0,,827.0,1,75.6,1,1,2406.0,1289.0,0
Female,Bachelors,Single,Rent,Self-Employed,Suburban,Healthcare,Yes,No,68,24660.0,13.0,35.0,819.0,0,9.5,2,0,,1763.0,0
Male,High School,Married,Rent,Self-Employed,Urban,Manufacturing,No,Yes,51,79233.0,23.0,166.0,660.0,3,39.9,1,4,1577.0,7239.0,0
Male,Bachelors,Married,Rent,Salaried,Urban,Other,No,No,30,71751.0,3.0,175.0,831.0,0,41.7,0,1,1909.0,10242.0,1
Male,Masters,Married,Mortgage,Self-Employed,Rural,Tech,No,No,49,,39.0,257.0,809.0,2,31.4,3,1,2373.0,3113.0,0
Female,PhD,Single,Rent,Salaried,Suburban,Manufacturing,Yes,No,21,14136.0,8.0,68.0,850.0,1,86.1,0,0,2889.0,,0
Male,Masters,Single,Mortgage,Salaried,Urban,Healthcare,Yes,Yes,68,172472.0,38.0,273.0,712.0,5,33.3,0,1,1729.0,5024.0,1
Female,High School,Married,Rent,Self-Employed,Suburban,Manufacturing,Yes,No,59,53855.0,24.0,254.0,763.0,2,64.2,0,0,1311.0,21001.0,1
Female,Masters,Single,Rent,Salaried,Urban,Healthcare,No,No,37,112736.0,12.0,120.0,646.0,3,19.0,1,3,451.0,1299.0,1
Male,Bachelors,Married,Rent,Unemployed,Suburban,,No,Yes,64,,0.0,17.0,,3,38.1,3,0,680.0,2884.0,0
Male,Bachelors,Single,Rent,Salaried,Suburban,Tech,Yes,No,36,47907.0,33.0,125.0,,1,82.3,2,0,1260.0,1065.0,0
Female,Bachelors,Married,Own,Salaried,Urban,Manufacturing,Yes,Yes,57,100651.0,16.0,69.0,573.0,2,43.0,1,0,1418.0,8096.0,0
Male,Bachelors,Married,Living with Parents,Unemployed,Urban,Finance,No,No,30,,0.0,5.0,756.0,4,44.7,2,1,1250.0,,0
Male,High School,Single,Rent,,Urban,Retail,No,No,23,51364.0,8.0,57.0,731.0,3,51.7,1,1,2247.0,4207.0,0
Male,Bachelors,Married,Living with Parents,Self-Employed,Urban,Finance,No,No,31,19084.0,38.0,279.0,658.0,4,17.2,1,1,1830.0,1848.0,0
Male,Bachelors,Married,Mortgage,Salaried,Urban,Other,Yes,No,22,34338.0,23.0,295.0,781.0,3,41.9,1,1,3366.0,2523.0,0
Female,Masters,Married,Own,Salaried,Urban,Finance,No,No,33,78937.0,2.0,297.0,575.0,1,23.1,0,1,2006.0,2268.0,0
Male,High School,Married,Mortgage,Salaried,Suburban,Finance,Yes,No,20,29605.0,26.0,9.0,764.0,3,52.5,0,0,1841.0,5355.0,0
Male,High School,Single,Rent,Salaried,Suburban,Finance,No,No,56,81229.0,14.0,190.0,623.0,3,64.7,0,1,2559.0,2031.0,0
Female,Masters,Married,Own,Unemployed,Urban,Retail,Yes,Yes,27,26467.0,0.0,105.0,685.0,4,23.8,3,2,1405.0,761.0,0
Female,Bachelors,Married,Rent,Self-Employed,Urban,Tech,No,No,42,42342.0,10.0,4.0,469.0,3,17.2,1,1,,3487.0,0
Male,Bachelors,Single,Mortgage,Self-Employed,Urban,Tech,No,No,74,27594.0,20.0,130.0,629.0,1,66.1,2,1,1470.0,4698.0,0
Female,High School,Divorced,Living with Parents,Salaried,Rural,Healthcare,Yes,Yes,68,119891.0,6.0,82.0,532.0,2,38.1,0,1,1129.0,14443.0,0
Male,High School,Single,Mortgage,Self-Employed,Suburban,Tech,No,No,62,25657.0,37.0,127.0,667.0,3,42.3,1,1,884.0,9127.0,0
Female,Bachelors,Single,Own,Salaried,Rural,,No,No,32,20761.0,11.0,181.0,849.0,1,43.2,0,1,1283.0,1798.0,0
Female,High School,Single,Mortgage,Salaried,Suburban,Healthcare,Yes,No,71,69036.0,8.0,33.0,,2,8.0,1,2,629.0,3375.0,1
Male,Masters,Married,Own,Unemployed,Urban,Other,No,No,46,67562.0,0.0,291.0,,1,52.6,1,0,561.0,1797.0,0
Female,High School,Single,Rent,Self-Employed,Urban,Other,No,No,45,59926.0,26.0,276.0,,1,23.8,1,0,459.0,6911.0,1
Female,Bachelors,Single,Own,Self-Employed,Rural,Manufacturing,No,No,33,62777.0,,289.0,587.0,2,37.4,3,0,,,0
Male,High School,Married,Mortgage,Salaried,Rural,Retail,No,No,50,26310.0,10.0,286.0,421.0,0,56.7,1,1,2256.0,2956.0,0
Female,High School,Single,Rent,Salaried,Suburban,Finance,No,No,65,59253.0,9.0,92.0,806.0,1,45.0,0,1,140.0,3390.0,1
Male,High School,Single,Living with Parents,Contract,Suburban,Other,No,No,42,25142.0,2.0,183.0,645.0,3,24.9,0,1,900.0,1617.0,0
Male,High School,Married,Rent,Salaried,Suburban,Retail,Yes,No,49,67326.0,,290.0,620.0,4,69.9,1,2,1071.0,14708.0,0
Male,Bachelors,Single,Rent,Salaried,Rural,Retail,No,No,67,45469.0,14.0,187.0,550.0,0,34.4,0,1,2482.0,6509.0,0
Male,Masters,Married,Rent,Salaried,Rural,Retail,No,No,34,85596.0,1.0,185.0,570.0,4,73.1,0,0,1053.0,1771.0,0
Female,Bachelors,Married,Mortgage,Unemployed,Suburban,Retail,No,No,66,62810.0,,20.0,567.0,3,78.2,1,0,282.0,48176.0,0
Female,High School,Single,Mortgage,Salaried,Rural,Manufacturing,No,No,26,130806.0,4.0,165.0,,3,64.1,0,1,1326.0,8184.0,0
Female,Bachelors,Divorced,Rent,Salaried,Rural,Retail,No,Yes,47,43822.0,29.0,178.0,527.0,1,61.9,0,2,374.0,27792.0,0
Male,Masters,Divorced,Mortgage,Salaried,Urban,Manufacturing,Yes,No,61,57982.0,32.0,194.0,759.0,2,25.3,1,2,337.0,58389.0,1
Male,Bachelors,Married,Mortgage,Salaried,Urban,Healthcare,No,No,25,,20.0,102.0,764.0,2,65.0,0,1,3227.0,2054.0,1
Male,Bachelors,Married,Mortgage,Retired,Rural,Other,No,No,47,87105.0,39.0,32.0,675.0,2,8.3,0,0,0.0,1849.0,1
Male,Masters,Single,Mortgage,Retired,Urban,Retail,Yes,No,47,113426.0,19.0,121.0,850.0,0,44.5,0,1,1321.0,19149.0,1
Female,High School,Single,Rent,Contract,Urban,Finance,No,No,26,36493.0,5.0,95.0,703.0,6,31.9,0,2,808.0,,1
Female,High School,Married,Rent,Salaried,Rural,Tech,Yes,Yes,40,25583.0,39.0,99.0,655.0,4,23.4,2,0,2053.0,3171.0,0
Female,Bachelors,Single,Mortgage,Unemployed,Suburban,Finance,Yes,No,30,70743.0,0.0,30.0,470.0,2,70.5,1,4,1814.0,1338.0,0
Male,High School,Single,Rent,Salaried,Suburban,Finance,Yes,Yes,58,24049.0,22.0,37.0,591.0,3,56.5,1,2,2262.0,19987.0,0
Male,Bachelors,Married,Rent,Salaried,Rural,Retail,No,Yes,44,88585.0,39.0,197.0,633.0,2,24.9,1,1,1514.0,1255.0,0
Female,Masters,Single,Own,Salaried,Rural,Manufacturing,No,No,48,34530.0,28.0,108.0,594.0,3,70.0,1,1,2524.0,1412.0,0
Female,Bachelors,Single,Mortgage,Contract,Urban,Finance,No,No,27,19649.0,38.0,105.0,738.0,4,63.4,0,1,937.0,250.0,0
Female,Masters,Single,Living with Parents,Salaried,Suburban,Tech,Yes,Yes,72,42689.0,15.0,286.0,567.0,1,34.9,0,0,2721.0,7437.0,0
Male,Bachelors,Divorced,Rent,Salaried,Urban,Finance,No,No,41,86450.0,6.0,24.0,787.0,2,83.5,0,0,1866.0,5984.0,1
Male,Masters,Married,Rent,Self-Employed,Urban,Tech,Yes,Yes,59,83394.0,32.0,95.0,557.0,1,50.3,2,0,,3050.0,0
Male,High School,Single,Rent,Salaried,Urban,Retail,No,No,49,83653.0,16.0,92.0,770.0,3,33.6,1,2,1343.0,1769.0,1
Male,Bachelors,Single,Rent,Retired,Rural,Tech,No,No,50,43673.0,9.0,,680.0,2,38.2,0,1,811.0,4687.0,1
Male,Bachelors,Married,Rent,Salaried,Suburban,Retail,Yes,Yes,62,,,270.0,483.0,0,43.7,0,0,2265.0,6562.0,0
Male,High School,Married,Rent,Contract,Rural,Other,Yes,No,45,19608.0,28.0,181.0,,1,63.6,0,2,1292.0,11579.0,0
Female,Masters,Married,Own,Salaried,Suburban,Retail,Yes,No,31,61765.0,0.0,252.0,774.0,0,62.0,0,0,553.0,5719.0,1
Male,Bachelors,Single,Mortgage,Retired,Rural,Tech,No,No,66,52248.0,12.0,184.0,676.0,1,62.2,0,2,1744.0,2673.0,0
Male,Bachelors,Married,Mortgage,Self-Employed,Rural,Healthcare,No,No,25,43845.0,20.0,172.0,675.0,1,23.4,2,1,2105.0,3615.0,0
Female,High School,Single,Mortgage,Self-Employed,Urban,Healthcare,No,No,74,54699.0,2.0,66.0,728.0,2,26.0,2,1,2487.0,1382.0,0
Female,High School,Married,Mortgage,Salaried,Suburban,Retail,Yes,No,23,49228.0,10.0,127.0,691.0,5,34.8,0,0,946.0,5645.0,0
Female,Bachelors,Married,Rent,Salaried,Urban,Retail,No,No,73,72320.0,29.0,150.0,796.0,4,11.4,3,2,2145.0,19438.0,1
Male,Masters,Married,Mortgage,Self-Employed,Rural,Other,No,Yes,53,57590.0,1.0,197.0,,1,63.9,3,1,1957.0,3964.0,0
Male,Bachelors,Divorced,Own,Salaried,Suburban,Healthcare,Yes,No,66,44101.0,28.0,103.0,655.0,3,30.9,1,4,1082.0,,1
Male,Masters,Single,Rent,Retired,Rural,Other,No,No,22,40245.0,21.0,128.0,745.0,2,28.7,1,1,1659.0,3900.0,0
Female,PhD,Married,Mortgage,Salaried,Suburban,Retail,No,No,27,34729.0,15.0,118.0,655.0,3,72.9,0,2,365.0,6698.0,0
Female,Bachelors,Single,Rent,Contract,Urban,Retail,Yes,Yes,61,35257.0,27.0,225.0,556.0,6,30.5,0,1,0.0,7103.0,0
Male,High School,Married,Mortgage,Salaried,Suburban,Tech,No,No,69,66718.0,27.0,219.0,625.0,2,6.7,0,0,772.0,11619.0,0
Male,Masters,Married,Mortgage,Salaried,Urban,Retail,No,No,44,36270.0,20.0,209.0,720.0,1,61.2,0,1,2055.0,1082.0,0
Male,High School,Single,Rent,Salaried,Rural,Healthcare,No,No,45,70843.0,32.0,154.0,649.0,0,40.7,2,2,1479.0,7829.0,0
Female,Bachelors,Married,Mortgage,Salaried,Urban,Other,No,No,32,48277.0,36.0,292.0,710.0,4,34.1,1,0,863.0,8362.0,1
Female,High School,Single,Rent,Contract,Rural,Tech,No,No,40,,31.0,103.0,,1,47.3,1,1,1813.0,8440.0,1
Female,Masters,Single,Own,Contract,Suburban,Manufacturing,No,No,41,43226.0,3.0,155.0,774.0,2,69.6,0,0,3072.0,,0
Female,Masters,Single,Own,Contract,Urban,Manufacturing,Yes,No,67,24612.0,3.0,279.0,635.0,5,64.9,1,3,2386.0,781.0,0
Male,Bachelors,Married,Mortgage,,Suburban,Manufacturing,Yes,No,29,,38.0,225.0,522.0,0,31.0,0,1,1799.0,2402.0,0
Female,Masters,Married,Mortgage,Contract,Urban,Other,Yes,Yes,52,28594.0,30.0,106.0,701.0,5,44.5,0,1,1099.0,4395.0,0
Male,Bachelors,Divorced,Own,Salaried,Urban,Retail,No,Yes,62,53839.0,22.0,244.0,501.0,2,44.3,0,1,1794.0,7874.0,0
Female,Bachelors,Married,Own,Contract,Suburban,Healthcare,No,No,32,84553.0,11.0,165.0,507.0,5,23.4,1,0,956.0,5542.0,0
Male,Bachelors,Married,Rent,Salaried,Suburban,Healthcare,No,Yes,30,64330.0,5.0,213.0,783.0,1,93.2,3,2,1502.0,833.0,0
Male,Masters,Single,Rent,Retired,Urban,Finance,Yes,No,49,45671.0,1.0,192.0,509.0,5,37.6,0,2,394.0,8588.0,0
Female,Bachelors,Divorced,Rent,Self-Employed,Rural,Finance,Yes,No,69,172199.0,20.0,220.0,665.0,1,74.1,3,0,1669.0,1571.0,0
Male,Bachelors,Single,Own,Unemployed,Urban,Manufacturing,Yes,No,42,38645.0,0.0,132.0,623.0,2,19.4,1,0,1270.0,2584.0,0
Female,Bachelors,Divorced,Mortgage,Self-Employed,Suburban,Tech,No,Yes,39,90609.0,35.0,229.0,514.0,1,27.3,0,0,1711.0,,0
Male,Bachelors,Single,Mortgage,Salaried,Rural,Manufacturing,Yes,No,70,,25.0,240.0,809.0,2,61.9,2,0,677.0,9738.0,1
Female,Bachelors,Married,Mortgage,Salaried,Rural,Other,No,No,25,56463.0,13.0,230.0,745.0,1,11.5,0,3,2390.0,1049.0,1
Female,Bachelors,Single,Mortgage,Retired,Suburban,Other,No,No,74,,38.0,265.0,741.0,0,35.8,0,0,3297.0,16029.0,0
